code,name,sector,market,lo,hi,c0,c1,gain_lh,gain_cc,date_lo,date_hi,vol_ratio,bars
1967,ヤマト,建設・資材,スタンダード,645.0,2529.0,668.0,2179.0,292.1,226.2,2021-04-08,2026-02-27,1.31,1225
9029,ヒガシホールディングス,運輸・物流,スタンダード,571.0,2236.0,599.0,1912.0,291.6,219.2,2022-03-09,2026-01-26,1.42,1225
6357,三精テクノロジーズ,機械,スタンダード,702.0,2739.0,759.0,2302.0,290.2,203.3,2022-01-20,2025-12-10,0.99,1225
2737,トーメンデバイス,商社・卸売,プライム,3860.0,15050.0,4055.0,12550.0,289.9,209.5,2021-04-30,2026-01-22,2.19,1225
6498,キッツ,機械,プライム,604.0,2351.0,667.0,2039.0,289.2,205.7,2022-03-08,2026-02-12,1.53,1225
1968,太平電業,建設・資材,プライム,829.7,3200.0,873.3,3095.0,285.7,254.4,2021-05-17,2026-03-19,1.49,1225
7609,ダイトロン,商社・卸売,プライム,792.0,3050.0,895.0,2778.0,285.1,210.4,2022-03-08,2026-02-27,1.23,1225
7678,あさくま,小売,スタンダード,1500.0,5760.0,1574.0,5720.0,284.0,263.4,2021-04-27,2026-04-09,3.94,1225
9532,大阪瓦斯,電気・ガス,プライム,1779.0,6828.0,2081.0,6467.0,283.8,210.8,2021-10-29,2026-03-05,0.87,1225
8387,四国銀行,銀行,プライム,664.0,2545.0,769.0,2482.0,283.3,222.8,2021-05-26,2026-04-08,1.38,1225
1798,守谷商会,建設・資材,スタンダード,394.0,1510.0,412.2,1243.0,283.2,201.6,2021-05-13,2026-02-09,3.32,1225
9927,ワットマン,小売,スタンダード,285.0,1090.0,297.5,963.0,282.5,223.7,2021-08-19,2023-07-03,1.43,1225
6237,イワキ,機械,プライム,881.0,3345.0,894.0,2728.0,279.7,205.1,2021-08-16,2024-07-16,0.63,1225
7849,スターツ出版,情報通信・サービスその他,スタンダード,1265.5,4800.0,1268.5,4140.0,279.3,226.4,2021-04-08,2023-05-12,2.89,1225
8154,加賀電子,商社・卸売,プライム,1166.0,4410.0,1254.0,3935.0,278.2,213.8,2021-04-28,2026-03-02,0.87,1225
8399,琉球銀行,銀行,プライム,689.0,2581.0,768.0,2374.0,274.6,209.1,2021-05-26,2026-02-12,1.17,1225
5831,しずおかフィナンシャルグループ,銀行,プライム,847.0,3150.0,874.0,2846.0,271.9,225.6,2022-10-06,2026-02-27,1.03,861
9837,モリト,商社・卸売,プライム,599.0,2121.0,625.0,1950.0,254.1,212.0,2021-07-09,2026-03-02,1.34,1225
2243,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　半導体　ＥＴＦ,その他,その他,937.0,3188.0,983.0,3188.0,240.2,224.3,2023-04-26,2026-04-09,2.15,731
8032,日本紙パルプ商事,商社・卸売,プライム,351.0,1162.0,365.0,1108.0,231.1,203.6,2021-06-29,2026-03-03,2.0,1225
2244,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　ＵＳ　テック・トップ２０　ＥＴＦ,その他,その他,983.0,3240.0,990.0,2979.0,229.6,200.9,2023-04-13,2026-01-13,4.47,731
